Transaction_ID,User_ID,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_Location,Payment_Method,Transaction_Status,Fraud_Flag,User_Account_Balance,User_Device_Type,User_Transaction_History_Count,User_Age,User_Gender,User_Country,Transaction_Type,Merchant_Category,User_Account_Status
TID1547,UID1142,4315.36,2024-01-23,19:00:00,Merchant_23,Location_24,Debit Card,Success,0,14975.44,iOS,156,33,Other,UK,Purchase,Healthcare,Active
TID1548,UID1091,1091.53,2024-01-23,20:00:00,Merchant_70,Location_23,Debit Card,Success,0,3532.32,iOS,408,19,Male,Australia,Deposit,Healthcare,Inactive
TID1549,UID1353,487.62,2024-01-23,21:00:00,Merchant_88,Location_18,Net Banking,Pending,0,79874.16,Android,275,64,Male,Germany,Purchase,Electronics,Inactive
TID1550,UID1833,127.96,2024-01-23,22:00:00,Merchant_84,Location_14,Debit Card,Success,0,60413.91,iOS,225,30,Other,USA,Transfer,Travel,Active
TID1551,UID1799,3213.44,2024-01-23,23:00:00,Merchant_84,Location_15,Net Banking,Failed,0,71382.03,Android,68,62,Other,Canada,Transfer,Fashion,Inactive
TID1552,UID1726,3039.4,2024-01-24,00:00:00,Merchant_76,Location_15,Credit Card,Pending,0,31076.91,iOS,184,33,Male,USA,Deposit,Grocery,Inactive
TID1553,UID1958,2738.02,2024-01-24,01:00:00,Merchant_33,Location_6,UPI,Failed,0,51438.79,Android,195,25,Female,USA,Purchase,Travel,Active
TID1554,UID1853,1167.42,2024-01-24,02:00:00,Merchant_28,Location_27,UPI,Failed,0,74970.24,iOS,42,60,Male,Germany,Withdrawal,Travel,Active
TID1555,UID1050,1960.62,2024-01-24,03:00:00,Merchant_8,Location_15,UPI,Failed,0,46793.77,iOS,396,25,Other,USA,Withdrawal,Grocery,Suspended
TID1556,UID1664,2976.44,2024-01-24,04:00:00,Merchant_1,Location_36,UPI,Failed,0,60537.04,Android,402,27,Male,Australia,Withdrawal,Fashion,Suspended
TID1557,UID1697,2488.87,2024-01-24,05:00:00,Merchant_37,Location_8,Credit Card,Pending,0,79183.1,Android,151,50,Male,Germany,Transfer,Grocery,Active
TID1558,UID1574,4939.05,2024-01-24,06:00:00,Merchant_63,Location_15,UPI,Success,0,22306.84,iOS,84,48,Male,USA,Purchase,Fashion,Suspended
TID1559,UID1189,690.83,2024-01-24,07:00:00,Merchant_22,Location_3,Debit Card,Failed,0,7526.96,iOS,134,29,Other,Canada,Withdrawal,Electronics,Inactive
TID1560,UID1124,3478.77,2024-01-24,08:00:00,Merchant_70,Location_47,Debit Card,Pending,0,53650.53,Android,309,26,Other,India,Purchase,Fashion,Active
TID1561,UID1149,2027.55,2024-01-24,09:00:00,Merchant_21,Location_13,UPI,Failed,0,7150.45,iOS,354,54,Male,Germany,Deposit,Travel,Suspended
TID1562,UID1313,2146.72,2024-01-24,10:00:00,Merchant_96,Location_41,Debit Card,Success,0,76889.17,iOS,298,26,Male,Germany,Withdrawal,Electronics,Active
TID1563,UID1569,3590.81,2024-01-24,11:00:00,Merchant_35,Location_34,Net Banking,Pending,0,72201.93,Android,450,65,Female,UK,Purchase,Healthcare,Suspended
TID1564,UID1341,3465.26,2024-01-24,12:00:00,Merchant_79,Location_24,Credit Card,Pending,0,88289.55,Android,30,35,Female,USA,Transfer,Electronics,Active
TID1565,UID1304,4956.37,2024-01-24,13:00:00,Merchant_5,Location_40,UPI,Success,0,64316.65,Android,9,47,Male,India,Deposit,Fashion,Inactive
TID1566,UID1691,650.69,2024-01-24,14:00:00,Merchant_60,Location_32,UPI,Pending,1,7652.56,iOS,475,49,Other,Canada,Deposit,Electronics,Suspended
TID1567,UID1681,529.51,2024-01-24,15:00:00,Merchant_46,Location_32,Credit Card,Success,0,26062.06,iOS,170,57,Female,Australia,Deposit,Electronics,Active
TID1568,UID1837,3624.45,2024-01-24,16:00:00,Merchant_50,Location_30,Debit Card,Pending,0,80985.25,iOS,290,40,Male,Germany,Deposit,Healthcare,Inactive
TID1569,UID1782,2896.15,2024-01-24,17:00:00,Merchant_48,Location_49,Credit Card,Pending,0,17546.11,Android,168,28,Female,Australia,Transfer,Fashion,Suspended
TID1570,UID1053,1378.06,2024-01-24,18:00:00,Merchant_6,Location_13,Credit Card,Success,0,70149.57,iOS,344,37,Female,Australia,Transfer,Travel,Suspended
TID1571,UID1443,406.3,2024-01-24,19:00:00,Merchant_89,Location_1,Debit Card,Success,0,78245.67,Android,497,36,Female,Australia,Withdrawal,Electronics,Active
TID1572,UID1612,437.43,2024-01-24,20:00:00,Merchant_56,Location_34,Credit Card,Pending,0,33681.07,Android,145,53,Other,UK,Transfer,Grocery,Inactive
TID1573,UID1992,4472.01,2024-01-24,21:00:00,Merchant_59,Location_15,Debit Card,Pending,0,32907.45,iOS,413,69,Male,Australia,Transfer,Travel,Active
TID1574,UID1263,967.42,2024-01-24,22:00:00,Merchant_29,Location_44,Debit Card,Success,0,56222.47,Android,228,43,Other,USA,Deposit,Electronics,Suspended
TID1575,UID1052,1623.62,2024-01-24,23:00:00,Merchant_71,Location_14,Credit Card,Success,0,86267.35,iOS,306,27,Other,USA,Transfer,Travel,Active
TID1576,UID1571,1141.02,2024-01-25,00:00:00,Merchant_77,Location_29,Net Banking,Pending,0,23166.71,Android,76,41,Female,India,Deposit,Grocery,Active
TID1577,UID1619,1781.43,2024-01-25,01:00:00,Merchant_18,Location_34,Debit Card,Pending,0,94184.56,Android,223,30,Male,India,Purchase,Travel,Inactive
TID1578,UID1004,356.42,2024-01-25,02:00:00,Merchant_2,Location_18,Credit Card,Pending,0,60312.75,Android,177,69,Female,Canada,Purchase,Travel,Inactive
TID1579,UID1102,2600.11,2024-01-25,03:00:00,Merchant_8,Location_7,Debit Card,Success,0,99220.52,iOS,457,63,Other,Australia,Purchase,Grocery,Suspended
TID1580,UID1195,347.39,2024-01-25,04:00:00,Merchant_75,Location_29,Net Banking,Pending,0,9871.76,Android,189,51,Other,Australia,Purchase,Grocery,Inactive
TID1581,UID1773,4003.78,2024-01-25,05:00:00,Merchant_97,Location_31,Net Banking,Failed,0,13529.65,iOS,467,46,Male,UK,Purchase,Grocery,Active
TID1582,UID1876,1176.22,2024-01-25,06:00:00,Merchant_54,Location_25,UPI,Success,0,82837.54,Android,302,53,Other,Australia,Purchase,Healthcare,Suspended
TID1583,UID1991,2704.66,2024-01-25,07:00:00,Merchant_38,Location_38,Debit Card,Pending,0,86610.83,Android,46,24,Other,Australia,Purchase,Grocery,Inactive
TID1584,UID1883,4401.59,2024-01-25,08:00:00,Merchant_48,Location_14,Debit Card,Success,0,45100.41,Android,382,68,Male,Australia,Deposit,Travel,Active
TID1585,UID1349,3257.88,2024-01-25,09:00:00,Merchant_27,Location_8,Credit Card,Failed,0,71693.05,iOS,17,47,Female,Germany,Deposit,Grocery,Active
TID1586,UID1046,2669.46,2024-01-25,10:00:00,Merchant_20,Location_27,Debit Card,Success,0,86888.17,iOS,66,34,Male,Germany,Deposit,Electronics,Suspended
TID1587,UID1866,1628.43,2024-01-25,11:00:00,Merchant_12,Location_2,UPI,Pending,1,5269.65,iOS,360,65,Other,UK,Deposit,Grocery,Suspended
TID1588,UID1822,1671.68,2024-01-25,12:00:00,Merchant_43,Location_17,Net Banking,Failed,0,57821.09,iOS,261,30,Male,UK,Transfer,Grocery,Inactive
TID1589,UID1935,3350.74,2024-01-25,13:00:00,Merchant_61,Location_37,Net Banking,Failed,0,85494.59,iOS,123,41,Female,USA,Transfer,Fashion,Inactive
TID1590,UID1819,4970.76,2024-01-25,14:00:00,Merchant_31,Location_14,UPI,Pending,0,40417.34,Android,231,48,Other,UK,Withdrawal,Travel,Inactive
TID1591,UID1655,3312.58,2024-01-25,15:00:00,Merchant_91,Location_25,Debit Card,Pending,0,30935.98,Android,438,44,Female,Canada,Transfer,Travel,Inactive
TID1592,UID1268,2793.34,2024-01-25,16:00:00,Merchant_96,Location_30,Debit Card,Pending,0,79774.96,iOS,125,67,Female,USA,Deposit,Electronics,Suspended
TID1593,UID1369,3655.95,2024-01-25,17:00:00,Merchant_61,Location_29,UPI,Success,0,34242.87,iOS,112,38,Male,Australia,Deposit,Healthcare,Active
TID1594,UID1635,2331.38,2024-01-25,18:00:00,Merchant_74,Location_20,Credit Card,Success,0,1314.26,iOS,272,61,Female,UK,Purchase,Fashion,Active
TID1595,UID1105,310.11,2024-01-25,19:00:00,Merchant_67,Location_21,Net Banking,Success,1,95997.69,iOS,81,18,Male,Canada,Purchase,Electronics,Inactive
TID1596,UID1669,2815.86,2024-01-25,20:00:00,Merchant_91,Location_22,UPI,Pending,0,59620.2,Android,246,32,Male,UK,Withdrawal,Electronics,Suspended
TID1597,UID1658,4788.55,2024-01-25,21:00:00,Merchant_35,Location_35,UPI,Pending,0,82132.27,iOS,347,20,Female,UK,Transfer,Travel,Inactive
TID1598,UID1656,884.76,2024-01-25,22:00:00,Merchant_95,Location_37,Debit Card,Success,0,82704.85,iOS,391,23,Male,USA,Deposit,Fashion,Inactive
TID1599,UID1119,3453.12,2024-01-25,23:00:00,Merchant_15,Location_16,Net Banking,Failed,0,7574.63,iOS,392,31,Male,USA,Transfer,Travel,Suspended
TID1600,UID1830,1012.66,2024-01-26,00:00:00,Merchant_16,Location_49,Debit Card,Success,0,17915.16,iOS,328,55,Female,India,Withdrawal,Healthcare,Active
TID1601,UID1786,2683.78,2024-01-26,01:00:00,Merchant_13,Location_43,UPI,Failed,0,31800.95,Android,215,50,Other,USA,Purchase,Travel,Active
TID1602,UID1603,492.42,2024-01-26,02:00:00,Merchant_35,Location_17,Credit Card,Pending,0,32749.23,Android,352,69,Male,USA,Deposit,Grocery,Inactive
TID1603,UID1057,2257.35,2024-01-26,03:00:00,Merchant_75,Location_16,Net Banking,Pending,0,66219.83,iOS,235,55,Male,Germany,Purchase,Travel,Suspended
TID1604,UID1950,3783.26,2024-01-26,04:00:00,Merchant_59,Location_2,UPI,Success,0,62690.16,Android,367,25,Female,UK,Deposit,Grocery,Active
TID1605,UID1345,1744.38,2024-01-26,05:00:00,Merchant_21,Location_4,UPI,Success,0,49964.39,Android,82,43,Male,USA,Purchase,Electronics,Active
TID1606,UID1740,3327.91,2024-01-26,06:00:00,Merchant_54,Location_21,Credit Card,Pending,0,21915.11,iOS,294,32,Female,UK,Purchase,Healthcare,Suspended
TID1607,UID1473,3979.3,2024-01-26,07:00:00,Merchant_75,Location_39,UPI,Success,1,38816.36,iOS,310,31,Other,UK,Withdrawal,Grocery,Suspended
TID1608,UID1116,4636.62,2024-01-26,08:00:00,Merchant_30,Location_34,UPI,Pending,1,54815.8,Android,76,65,Other,Germany,Transfer,Healthcare,Active
TID1609,UID1829,1180.86,2024-01-26,09:00:00,Merchant_48,Location_30,Net Banking,Pending,0,47330.55,Android,15,37,Female,UK,Purchase,Travel,Inactive
TID1610,UID1790,2002.59,2024-01-26,10:00:00,Merchant_35,Location_6,Net Banking,Failed,0,13601.96,Android,220,65,Other,Canada,Deposit,Travel,Inactive
TID1611,UID1126,770.56,2024-01-26,11:00:00,Merchant_86,Location_17,Net Banking,Success,0,65301.54,Android,230,36,Female,USA,Transfer,Electronics,Active
TID1612,UID1392,4962.49,2024-01-26,12:00:00,Merchant_38,Location_39,Debit Card,Pending,1,8232.13,Android,434,50,Male,UK,Transfer,Travel,Inactive
TID1613,UID1907,4635.73,2024-01-26,13:00:00,Merchant_31,Location_25,Credit Card,Success,0,38441.27,iOS,440,53,Other,India,Purchase,Grocery,Inactive
TID1614,UID1640,2704.39,2024-01-26,14:00:00,Merchant_78,Location_5,Net Banking,Failed,0,71292.91,Android,479,41,Male,India,Purchase,Electronics,Suspended
TID1615,UID1057,4211.75,2024-01-26,15:00:00,Merchant_24,Location_5,Debit Card,Failed,0,2982.33,Android,372,27,Male,Germany,Purchase,Healthcare,Suspended
TID1616,UID1633,2609.58,2024-01-26,16:00:00,Merchant_49,Location_20,Debit Card,Success,0,57428.3,Android,265,69,Female,Canada,Transfer,Electronics,Suspended
TID1617,UID1512,3121.69,2024-01-26,17:00:00,Merchant_96,Location_16,Credit Card,Success,0,34117.58,Android,264,67,Other,USA,Withdrawal,Healthcare,Inactive
TID1618,UID1750,454.73,2024-01-26,18:00:00,Merchant_32,Location_41,Credit Card,Pending,0,1874.35,Android,110,51,Other,Germany,Purchase,Fashion,Suspended
TID1619,UID1801,3778.8,2024-01-26,19:00:00,Merchant_55,Location_37,UPI,Failed,1,19847.94,Android,403,53,Male,India,Transfer,Grocery,Suspended
TID1620,UID1095,647.29,2024-01-26,20:00:00,Merchant_79,Location_40,Debit Card,Failed,0,94153.67,Android,307,64,Male,Canada,Transfer,Grocery,Active
TID1621,UID1637,4132.08,2024-01-26,21:00:00,Merchant_58,Location_9,Net Banking,Failed,0,52593.74,Android,200,53,Female,USA,Deposit,Healthcare,Suspended
TID1622,UID1117,3912.32,2024-01-26,22:00:00,Merchant_99,Location_5,Credit Card,Success,0,99725.49,iOS,226,33,Other,UK,Purchase,Travel,Active
TID1623,UID1559,3546.64,2024-01-26,23:00:00,Merchant_3,Location_42,Debit Card,Pending,0,52956.86,iOS,185,32,Female,USA,Withdrawal,Travel,Inactive
TID1624,UID1600,190.44,2024-01-27,00:00:00,Merchant_80,Location_2,Net Banking,Success,0,54849.7,Android,452,35,Female,Australia,Deposit,Fashion,Suspended
TID1625,UID1487,1522.61,2024-01-27,01:00:00,Merchant_69,Location_9,Debit Card,Success,0,39792.46,iOS,31,24,Female,USA,Purchase,Healthcare,Active
TID1626,UID1236,1322.93,2024-01-27,02:00:00,Merchant_85,Location_43,Credit Card,Success,0,31694.0,iOS,102,64,Other,UK,Deposit,Fashion,Active
TID1627,UID1884,1807.08,2024-01-27,03:00:00,Merchant_10,Location_36,UPI,Pending,1,25903.01,iOS,259,39,Female,Australia,Purchase,Healthcare,Active
TID1628,UID1896,447.34,2024-01-27,04:00:00,Merchant_83,Location_22,Debit Card,Success,0,34998.64,iOS,99,49,Other,Canada,Deposit,Fashion,Inactive
TID1629,UID1271,4685.42,2024-01-27,05:00:00,Merchant_25,Location_22,Net Banking,Failed,0,46525.26,iOS,339,60,Female,Germany,Withdrawal,Healthcare,Suspended
TID1630,UID1188,2773.47,2024-01-27,06:00:00,Merchant_68,Location_22,Credit Card,Failed,0,20007.2,iOS,299,36,Male,Canada,Deposit,Grocery,Inactive
TID1631,UID1998,1534.57,2024-01-27,07:00:00,Merchant_61,Location_34,UPI,Failed,0,23262.63,Android,285,57,Female,USA,Deposit,Fashion,Active
TID1632,UID1703,1990.94,2024-01-27,08:00:00,Merchant_29,Location_29,Net Banking,Pending,1,27882.93,Android,266,18,Female,Germany,Deposit,Fashion,Inactive
TID1633,UID1446,2241.54,2024-01-27,09:00:00,Merchant_19,Location_38,Net Banking,Success,0,45476.73,iOS,140,52,Other,USA,Purchase,Healthcare,Inactive
TID1634,UID1580,3006.97,2024-01-27,10:00:00,Merchant_43,Location_46,Net Banking,Pending,0,65628.52,Android,302,22,Male,India,Purchase,Electronics,Active
TID1635,UID1789,2583.24,2024-01-27,11:00:00,Merchant_66,Location_33,Debit Card,Success,0,85758.47,iOS,286,67,Male,India,Withdrawal,Electronics,Suspended
TID1636,UID1860,4597.77,2024-01-27,12:00:00,Merchant_74,Location_18,Credit Card,Failed,0,29426.05,Android,350,29,Other,UK,Deposit,Grocery,Suspended
TID1637,UID1246,2489.85,2024-01-27,13:00:00,Merchant_61,Location_7,Net Banking,Success,0,19189.11,Android,466,29,Other,Canada,Transfer,Travel,Inactive
TID1638,UID1962,4960.87,2024-01-27,14:00:00,Merchant_43,Location_1,Debit Card,Success,0,38505.9,Android,216,38,Male,India,Deposit,Travel,Suspended
TID1639,UID1075,4258.61,2024-01-27,15:00:00,Merchant_25,Location_33,Credit Card,Success,0,89543.92,iOS,32,36,Other,Australia,Transfer,Grocery,Active
TID1640,UID1153,1050.47,2024-01-27,16:00:00,Merchant_20,Location_1,Credit Card,Pending,0,1976.21,Android,457,26,Male,Australia,Transfer,Travel,Suspended
TID1641,UID1655,4653.67,2024-01-27,17:00:00,Merchant_48,Location_24,Debit Card,Success,0,68108.99,Android,303,60,Female,USA,Deposit,Healthcare,Inactive
TID1642,UID1434,590.67,2024-01-27,18:00:00,Merchant_83,Location_4,Debit Card,Success,0,48238.84,iOS,88,66,Female,Germany,Transfer,Electronics,Active
TID1643,UID1996,4089.07,2024-01-27,19:00:00,Merchant_87,Location_4,Net Banking,Success,0,16943.58,iOS,63,65,Male,Australia,Transfer,Grocery,Active
TID1644,UID1085,1909.31,2024-01-27,20:00:00,Merchant_24,Location_18,Credit Card,Pending,0,32781.13,Android,410,53,Male,USA,Deposit,Healthcare,Active
TID1645,UID1696,4391.09,2024-01-27,21:00:00,Merchant_11,Location_27,UPI,Pending,0,23270.05,iOS,387,59,Female,Germany,Purchase,Grocery,Inactive
TID1646,UID1284,4341.6,2024-01-27,22:00:00,Merchant_98,Location_43,Debit Card,Pending,0,87905.38,Android,279,64,Female,India,Deposit,Electronics,Inactive
TID1647,UID1973,4031.57,2024-01-27,23:00:00,Merchant_55,Location_32,Credit Card,Success,0,48705.47,Android,459,68,Male,USA,Withdrawal,Travel,Suspended
TID1648,UID1219,3952.25,2024-01-28,00:00:00,Merchant_28,Location_33,Credit Card,Failed,0,56746.33,iOS,74,49,Other,Germany,Transfer,Healthcare,Inactive
TID1649,UID1068,1530.35,2024-01-28,01:00:00,Merchant_69,Location_28,Net Banking,Failed,0,59775.07,iOS,306,52,Other,UK,Withdrawal,Electronics,Active
TID1650,UID1046,413.79,2024-01-28,02:00:00,Merchant_63,Location_42,UPI,Failed,0,64322.1,Android,420,48,Male,Canada,Transfer,Grocery,Inactive
TID1651,UID1093,2020.87,2024-01-28,03:00:00,Merchant_59,Location_41,Net Banking,Success,0,50060.01,iOS,124,49,Other,Canada,Purchase,Fashion,Inactive
TID1652,UID1749,875.89,2024-01-28,04:00:00,Merchant_5,Location_36,UPI,Failed,0,2769.48,Android,269,54,Female,UK,Transfer,Healthcare,Suspended
TID1653,UID1957,3477.81,2024-01-28,05:00:00,Merchant_51,Location_6,UPI,Failed,0,34137.55,iOS,382,49,Female,Australia,Deposit,Grocery,Active
TID1654,UID1452,1737.04,2024-01-28,06:00:00,Merchant_21,Location_16,Debit Card,Failed,0,19203.45,iOS,285,60,Other,Canada,Transfer,Grocery,Suspended
TID1655,UID1203,4878.29,2024-01-28,07:00:00,Merchant_12,Location_34,Credit Card,Success,0,68334.14,iOS,422,54,Male,Germany,Withdrawal,Electronics,Suspended
TID1656,UID1911,3208.45,2024-01-28,08:00:00,Merchant_50,Location_23,Credit Card,Failed,0,6613.76,iOS,461,56,Female,UK,Deposit,Grocery,Suspended
TID1657,UID1217,4114.18,2024-01-28,09:00:00,Merchant_4,Location_42,Credit Card,Failed,0,56816.54,iOS,121,55,Female,Australia,Withdrawal,Healthcare,Active
TID1658,UID1473,671.3,2024-01-28,10:00:00,Merchant_42,Location_24,UPI,Success,0,21852.54,Android,346,47,Female,USA,Purchase,Healthcare,Suspended
TID1659,UID1431,4311.45,2024-01-28,11:00:00,Merchant_84,Location_49,Credit Card,Pending,0,94935.74,Android,212,49,Other,USA,Withdrawal,Grocery,Active
TID1660,UID1340,4614.56,2024-01-28,12:00:00,Merchant_38,Location_13,Debit Card,Failed,0,34218.55,Android,389,62,Male,Germany,Withdrawal,Electronics,Suspended
TID1661,UID1550,2440.44,2024-01-28,13:00:00,Merchant_25,Location_18,UPI,Pending,0,33196.9,iOS,148,19,Other,Germany,Withdrawal,Healthcare,Suspended
TID1662,UID1611,3035.2,2024-01-28,14:00:00,Merchant_14,Location_13,UPI,Failed,0,92415.08,Android,78,68,Male,Germany,Deposit,Fashion,Active
TID1663,UID1288,3826.4,2024-01-28,15:00:00,Merchant_75,Location_49,UPI,Success,0,42317.44,Android,365,28,Male,Canada,Purchase,Travel,Inactive
TID1664,UID1253,882.44,2024-01-28,16:00:00,Merchant_32,Location_37,UPI,Pending,0,96323.37,iOS,14,37,Other,Germany,Purchase,Electronics,Suspended
TID1665,UID1733,2517.8,2024-01-28,17:00:00,Merchant_11,Location_43,Debit Card,Pending,0,3392.86,iOS,136,54,Female,UK,Purchase,Electronics,Inactive
TID1666,UID1356,1999.33,2024-01-28,18:00:00,Merchant_61,Location_39,Credit Card,Pending,0,31328.11,iOS,304,26,Male,UK,Withdrawal,Travel,Suspended
TID1667,UID1022,740.41,2024-01-28,19:00:00,Merchant_18,Location_42,Debit Card,Pending,0,66953.1,Android,397,55,Other,Australia,Deposit,Travel,Inactive
TID1668,UID1761,1844.0,2024-01-28,20:00:00,Merchant_27,Location_17,Credit Card,Failed,0,89194.84,Android,280,66,Female,UK,Deposit,Healthcare,Inactive
TID1669,UID1521,350.18,2024-01-28,21:00:00,Merchant_55,Location_15,Debit Card,Failed,0,26384.15,iOS,79,36,Male,Canada,Deposit,Grocery,Inactive
TID1670,UID1757,138.8,2024-01-28,22:00:00,Merchant_54,Location_18,Net Banking,Pending,0,93117.28,Android,243,57,Male,USA,Withdrawal,Grocery,Inactive
TID1671,UID1836,684.48,2024-01-28,23:00:00,Merchant_82,Location_23,Net Banking,Failed,0,59818.03,Android,193,24,Female,Australia,Purchase,Fashion,Inactive
TID1672,UID1099,4815.94,2024-01-29,00:00:00,Merchant_87,Location_30,Net Banking,Pending,0,80299.82,iOS,470,22,Male,UK,Withdrawal,Grocery,Active
TID1673,UID1801,2752.15,2024-01-29,01:00:00,Merchant_75,Location_34,Net Banking,Pending,1,40323.52,Android,418,64,Other,Germany,Deposit,Fashion,Inactive
TID1674,UID1179,4829.45,2024-01-29,02:00:00,Merchant_21,Location_4,UPI,Success,0,22005.86,iOS,242,59,Male,UK,Withdrawal,Fashion,Active
TID1675,UID1222,2168.16,2024-01-29,03:00:00,Merchant_44,Location_3,UPI,Pending,0,91212.31,Android,51,41,Male,India,Transfer,Electronics,Suspended
TID1676,UID1905,1565.96,2024-01-29,04:00:00,Merchant_5,Location_7,Debit Card,Failed,0,93380.45,iOS,232,65,Female,Australia,Purchase,Electronics,Active
TID1677,UID1761,2535.65,2024-01-29,05:00:00,Merchant_87,Location_18,Debit Card,Pending,0,50259.94,Android,259,58,Other,Canada,Purchase,Healthcare,Inactive
TID1678,UID1658,2203.16,2024-01-29,06:00:00,Merchant_41,Location_42,Net Banking,Success,0,1643.01,Android,384,24,Female,UK,Deposit,Travel,Active
TID1679,UID1441,537.27,2024-01-29,07:00:00,Merchant_59,Location_7,Credit Card,Failed,0,11868.51,iOS,375,28,Other,UK,Withdrawal,Travel,Inactive
TID1680,UID1607,3207.72,2024-01-29,08:00:00,Merchant_89,Location_40,Net Banking,Success,1,57729.77,iOS,218,26,Female,Canada,Deposit,Fashion,Active
TID1681,UID1768,1088.03,2024-01-29,09:00:00,Merchant_54,Location_6,Debit Card,Success,0,3353.89,iOS,206,66,Male,USA,Withdrawal,Travel,Suspended
TID1682,UID1324,3101.74,2024-01-29,10:00:00,Merchant_74,Location_22,Net Banking,Pending,0,40294.28,iOS,314,47,Other,Germany,Transfer,Fashion,Inactive
TID1683,UID1515,3254.5,2024-01-29,11:00:00,Merchant_22,Location_1,Debit Card,Success,0,31033.62,Android,489,58,Other,Germany,Purchase,Travel,Inactive
TID1684,UID1015,768.6,2024-01-29,12:00:00,Merchant_83,Location_4,Net Banking,Success,0,71720.48,iOS,381,20,Male,USA,Purchase,Healthcare,Active
TID1685,UID1791,316.13,2024-01-29,13:00:00,Merchant_65,Location_46,Credit Card,Failed,0,6502.29,iOS,456,39,Female,USA,Withdrawal,Electronics,Active
TID1686,UID1335,3906.0,2024-01-29,14:00:00,Merchant_64,Location_49,Net Banking,Success,0,49384.4,iOS,369,57,Other,India,Purchase,Electronics,Active
TID1687,UID1758,2304.4,2024-01-29,15:00:00,Merchant_71,Location_43,Credit Card,Pending,0,58332.31,iOS,311,68,Male,Canada,Withdrawal,Fashion,Active
TID1688,UID1257,300.24,2024-01-29,16:00:00,Merchant_4,Location_29,Credit Card,Pending,0,62111.82,iOS,375,37,Male,Australia,Deposit,Travel,Active
TID1689,UID1496,4974.38,2024-01-29,17:00:00,Merchant_65,Location_21,Debit Card,Pending,0,41110.61,Android,120,49,Other,Germany,Transfer,Grocery,Inactive
TID1690,UID1987,298.32,2024-01-29,18:00:00,Merchant_15,Location_26,Credit Card,Success,0,31132.41,iOS,80,65,Other,USA,Withdrawal,Healthcare,Suspended
TID1691,UID1895,3478.23,2024-01-29,19:00:00,Merchant_76,Location_14,UPI,Failed,1,68566.81,iOS,42,24,Other,USA,Transfer,Travel,Active
TID1692,UID1159,4918.56,2024-01-29,20:00:00,Merchant_22,Location_9,UPI,Pending,0,84909.34,iOS,21,24,Male,Canada,Deposit,Grocery,Inactive
TID1693,UID1474,1203.51,2024-01-29,21:00:00,Merchant_86,Location_47,UPI,Success,0,69668.15,Android,10,37,Female,Australia,Deposit,Healthcare,Suspended
TID1694,UID1851,719.82,2024-01-29,22:00:00,Merchant_47,Location_12,Debit Card,Pending,0,93278.13,Android,313,42,Female,USA,Deposit,Healthcare,Suspended
TID1695,UID1663,615.71,2024-01-29,23:00:00,Merchant_81,Location_42,UPI,Pending,0,72009.09,Android,153,62,Other,India,Withdrawal,Electronics,Active
TID1696,UID1907,1523.34,2024-01-30,00:00:00,Merchant_93,Location_6,Debit Card,Failed,0,76697.25,iOS,312,52,Male,Australia,Transfer,Fashion,Inactive
TID1697,UID1689,514.22,2024-01-30,01:00:00,Merchant_46,Location_20,Debit Card,Pending,0,17622.42,iOS,294,61,Male,India,Transfer,Travel,Inactive
TID1698,UID1674,3463.89,2024-01-30,02:00:00,Merchant_14,Location_24,UPI,Failed,0,42534.42,Android,86,41,Other,UK,Purchase,Healthcare,Inactive
TID1699,UID1379,320.84,2024-01-30,03:00:00,Merchant_50,Location_27,Credit Card,Success,0,49020.48,Android,113,57,Male,Germany,Withdrawal,Travel,Inactive
TID1700,UID1544,2552.02,2024-01-30,04:00:00,Merchant_20,Location_38,Net Banking,Pending,0,26373.02,iOS,189,30,Male,USA,Purchase,Healthcare,Inactive
TID1701,UID1928,4983.52,2024-01-30,05:00:00,Merchant_50,Location_8,Debit Card,Success,0,53325.45,iOS,112,69,Male,Australia,Purchase,Electronics,Suspended
TID1702,UID1956,4071.71,2024-01-30,06:00:00,Merchant_33,Location_1,UPI,Success,0,29788.4,iOS,175,65,Other,India,Withdrawal,Fashion,Suspended
TID1703,UID1690,3079.94,2024-01-30,07:00:00,Merchant_59,Location_49,Debit Card,Success,0,69062.71,Android,310,56,Other,Germany,Purchase,Grocery,Suspended
TID1704,UID1426,1538.21,2024-01-30,08:00:00,Merchant_43,Location_49,Credit Card,Pending,0,47558.56,iOS,302,21,Other,Germany,Purchase,Grocery,Inactive
TID1705,UID1612,3123.24,2024-01-30,09:00:00,Merchant_79,Location_24,Credit Card,Failed,0,46421.89,iOS,452,29,Female,USA,Purchase,Electronics,Suspended
TID1706,UID1267,2639.94,2024-01-30,10:00:00,Merchant_12,Location_47,UPI,Pending,0,98380.61,Android,4,34,Female,Germany,Deposit,Healthcare,Suspended
TID1707,UID1834,2136.16,2024-01-30,11:00:00,Merchant_40,Location_7,Debit Card,Success,0,39852.04,Android,222,18,Other,USA,Withdrawal,Electronics,Active
TID1708,UID1576,662.24,2024-01-30,12:00:00,Merchant_20,Location_19,Net Banking,Failed,0,36867.25,Android,450,34,Male,UK,Deposit,Fashion,Suspended
TID1709,UID1416,4434.16,2024-01-30,13:00:00,Merchant_94,Location_22,Net Banking,Success,1,32541.83,iOS,221,19,Male,USA,Purchase,Grocery,Active
