Transaction_ID,User_ID,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_Location,Payment_Method,Transaction_Status,Fraud_Flag,User_Account_Balance,User_Device_Type,User_Transaction_History_Count,User_Age,User_Gender,User_Country,Transaction_Type,Merchant_Category,User_Account_Status
TID2802,UID1114,2149.22,2024-03-16,02:00:00,Merchant_29,Location_3,UPI,Pending,0,66278.51,Android,285,46,Female,India,Transfer,Electronics,Active
TID1679,UID1441,537.27,2024-01-29,07:00:00,Merchant_59,Location_7,Credit Card,Failed,1,58653.39,Android,373,66,Female,UK,Withdrawal,Healthcare,Inactive
TID1471,UID1517,2322.84,2024-01-20,15:00:00,Merchant_44,Location_13,Net Banking,Failed,1,76366.27,iOS,367,21,Other,UK,Transfer,Grocery,Inactive
TID1595,UID1105,310.11,2024-01-25,19:00:00,Merchant_67,Location_21,Net Banking,Success,1,95631.13,iOS,305,35,Other,Germany,Purchase,Travel,Active
TID1656,UID1911,3208.45,2024-01-28,08:00:00,Merchant_50,Location_23,Credit Card,Failed,1,40868.45,Android,307,22,Male,India,Purchase,Fashion,Inactive
TID1015,UID1372,3955.71,2024-01-01,15:00:00,Merchant_24,Location_37,Debit Card,Success,1,99974.39,Android,446,22,Male,Australia,Transfer,Grocery,Suspended
TID2267,UID1145,2587.7,2024-02-22,19:00:00,Merchant_49,Location_11,Credit Card,Success,0,24916.92,iOS,271,22,Male,Canada,Transfer,Travel,Active
TID2914,UID1072,1333.98,2024-03-20,18:00:00,Merchant_92,Location_31,Credit Card,Pending,0,48847.83,Android,397,67,Male,Australia,Purchase,Healthcare,Active
TID2167,UID1402,2806.6,2024-02-18,15:00:00,Merchant_68,Location_32,UPI,Pending,0,27295.34,Android,458,51,Male,Canada,Transfer,Travel,Suspended
TID2376,UID1171,2054.05,2024-02-27,08:00:00,Merchant_96,Location_28,UPI,Failed,0,36228.75,Android,252,63,Male,UK,Withdrawal,Electronics,Inactive
TID2296,UID1661,3043.45,2024-02-24,00:00:00,Merchant_35,Location_49,UPI,Success,0,13521.55,iOS,86,34,Other,Germany,Transfer,Grocery,Active
TID1504,UID1625,1563.43,2024-01-22,00:00:00,Merchant_59,Location_32,Credit Card,Failed,1,98510.84,Android,338,24,Other,Germany,Transfer,Fashion,Suspended
TID2459,UID1820,4905.13,2024-03-01,19:00:00,Merchant_90,Location_14,Credit Card,Failed,0,84310.06,Android,293,45,Other,Canada,Deposit,Fashion,Suspended
TID2104,UID1858,819.54,2024-02-16,00:00:00,Merchant_31,Location_22,Debit Card,Pending,0,52225.82,Android,423,35,Other,UK,Withdrawal,Fashion,Suspended
TID2889,UID1054,3318.61,2024-03-19,17:00:00,Merchant_57,Location_38,Net Banking,Pending,0,72162.02,iOS,380,62,Male,Germany,Deposit,Travel,Suspended
TID1070,UID1776,1110.23,2024-01-03,22:00:00,Merchant_53,Location_45,UPI,Pending,1,40483.33,iOS,442,18,Other,UK,Purchase,Travel,Suspended
TID1625,UID1487,1522.61,2024-01-27,01:00:00,Merchant_69,Location_9,Debit Card,Success,1,32143.57,iOS,44,36,Other,India,Purchase,Healthcare,Inactive
TID1994,UID1449,4817.34,2024-02-11,10:00:00,Merchant_40,Location_11,Net Banking,Pending,1,7226.37,Android,393,20,Male,India,Transfer,Travel,Suspended
TID2755,UID1084,4219.81,2024-03-14,03:00:00,Merchant_87,Location_35,Net Banking,Failed,0,12336.11,iOS,176,56,Other,USA,Deposit,Grocery,Suspended
TID1093,UID1105,656.28,2024-01-04,21:00:00,Merchant_53,Location_47,UPI,Pending,1,77943.22,iOS,8,20,Other,India,Deposit,Travel,Inactive
TID2651,UID1700,299.88,2024-03-09,19:00:00,Merchant_34,Location_36,Debit Card,Failed,0,71078.35,iOS,241,31,Male,Germany,Deposit,Grocery,Active
TID1982,UID1924,336.18,2024-02-10,22:00:00,Merchant_13,Location_43,Credit Card,Failed,1,72427.43,Android,199,54,Female,Australia,Deposit,Grocery,Inactive
TID1714,UID1284,4139.41,2024-01-30,18:00:00,Merchant_90,Location_11,Credit Card,Success,1,89802.41,Android,416,68,Male,UK,Withdrawal,Healthcare,Inactive
TID1918,UID1814,3945.19,2024-02-08,06:00:00,Merchant_22,Location_4,Credit Card,Success,1,24637.82,Android,109,32,Other,Australia,Withdrawal,Travel,Inactive
TID1126,UID1379,3490.38,2024-01-06,06:00:00,Merchant_54,Location_44,Net Banking,Failed,1,21722.86,iOS,146,60,Male,India,Deposit,Electronics,Inactive
TID2382,UID1320,4940.3,2024-02-27,14:00:00,Merchant_83,Location_42,Credit Card,Pending,0,8358.82,iOS,238,63,Male,USA,Transfer,Electronics,Active
TID2171,UID1603,4324.17,2024-02-18,19:00:00,Merchant_92,Location_27,Net Banking,Pending,0,5140.34,Android,129,62,Male,India,Transfer,Electronics,Inactive
TID1259,UID1974,2593.38,2024-01-11,19:00:00,Merchant_52,Location_15,Credit Card,Success,1,93158.92,iOS,158,36,Male,USA,Deposit,Electronics,Suspended
TID1960,UID1675,3642.42,2024-02-10,00:00:00,Merchant_17,Location_46,Net Banking,Failed,1,3030.65,iOS,448,47,Male,Canada,Purchase,Grocery,Inactive
TID1692,UID1159,4918.56,2024-01-29,20:00:00,Merchant_22,Location_9,UPI,Pending,1,81191.76,iOS,65,66,Female,Germany,Withdrawal,Electronics,Suspended
TID2769,UID1522,2971.87,2024-03-14,17:00:00,Merchant_45,Location_40,Credit Card,Pending,0,65119.33,Android,368,32,Other,Canada,Deposit,Grocery,Inactive
TID2733,UID1087,320.39,2024-03-13,05:00:00,Merchant_32,Location_24,UPI,Success,0,14937.06,iOS,494,26,Male,Australia,Deposit,Fashion,Suspended
TID1760,UID1095,3186.98,2024-02-01,16:00:00,Merchant_8,Location_44,Credit Card,Failed,1,78656.4,iOS,353,53,Female,USA,Withdrawal,Fashion,Suspended
TID1696,UID1907,1523.34,2024-01-30,00:00:00,Merchant_93,Location_6,Debit Card,Failed,1,88823.54,Android,32,58,Female,India,Purchase,Travel,Inactive
TID1446,UID1026,4393.79,2024-01-19,14:00:00,Merchant_30,Location_15,UPI,Pending,1,47566.79,Android,10,31,Other,UK,Purchase,Electronics,Active
TID1681,UID1768,1088.03,2024-01-29,09:00:00,Merchant_54,Location_6,Debit Card,Success,1,64006.45,iOS,338,18,Other,Canada,Transfer,Travel,Suspended
TID2839,UID1587,2904.64,2024-03-17,15:00:00,Merchant_28,Location_20,Credit Card,Pending,0,5083.78,Android,340,18,Other,Germany,Purchase,Healthcare,Inactive
TID2566,UID1904,2766.98,2024-03-06,06:00:00,Merchant_57,Location_42,Net Banking,Success,0,59163.74,Android,15,25,Male,Australia,Transfer,Healthcare,Suspended
TID1311,UID1279,3404.34,2024-01-13,23:00:00,Merchant_81,Location_19,Credit Card,Success,1,25473.31,Android,483,26,Male,USA,Deposit,Fashion,Active
TID2477,UID1288,4780.68,2024-03-02,13:00:00,Merchant_8,Location_39,Debit Card,Pending,0,1806.48,Android,163,45,Male,USA,Withdrawal,Fashion,Inactive
TID1929,UID1531,4666.24,2024-02-08,17:00:00,Merchant_10,Location_28,Debit Card,Failed,1,23201.58,iOS,335,46,Male,USA,Transfer,Fashion,Suspended
TID1602,UID1603,492.42,2024-01-26,02:00:00,Merchant_35,Location_17,Credit Card,Pending,1,34197.57,Android,295,56,Other,Australia,Transfer,Electronics,Inactive
TID1428,UID1639,161.63,2024-01-18,20:00:00,Merchant_93,Location_39,Net Banking,Failed,1,48129.82,iOS,352,42,Male,Canada,Transfer,Grocery,Suspended
TID2211,UID1718,934.8,2024-02-20,11:00:00,Merchant_92,Location_33,Debit Card,Success,0,64444.56,iOS,260,22,Male,USA,Withdrawal,Electronics,Inactive
TID2970,UID1921,794.79,2024-03-23,02:00:00,Merchant_18,Location_16,Credit Card,Failed,0,75668.9,Android,418,64,Female,Germany,Purchase,Fashion,Suspended
TID1648,UID1219,3952.25,2024-01-28,00:00:00,Merchant_28,Location_33,Credit Card,Failed,1,15358.24,Android,207,41,Female,UK,Transfer,Travel,Suspended
TID2169,UID1004,2240.81,2024-02-18,17:00:00,Merchant_18,Location_48,Net Banking,Success,0,80473.8,iOS,495,26,Male,USA,Withdrawal,Healthcare,Active
TID1754,UID1738,201.75,2024-02-01,10:00:00,Merchant_51,Location_36,Debit Card,Failed,1,7252.89,Android,291,67,Other,UK,Transfer,Travel,Inactive
TID1788,UID1444,420.04,2024-02-02,20:00:00,Merchant_3,Location_18,Debit Card,Failed,1,16143.23,iOS,309,53,Other,India,Withdrawal,Fashion,Suspended
TID1353,UID1472,2968.82,2024-01-15,17:00:00,Merchant_29,Location_39,UPI,Failed,1,83189.06,iOS,245,54,Male,UK,Deposit,Grocery,Suspended
TID2418,UID1778,2207.8,2024-02-29,02:00:00,Merchant_94,Location_24,Net Banking,Success,0,12233.89,iOS,433,29,Male,Canada,Transfer,Travel,Active
TID2937,UID1274,4892.84,2024-03-21,17:00:00,Merchant_10,Location_44,Net Banking,Pending,0,57882.88,iOS,42,28,Other,USA,Deposit,Electronics,Inactive
TID1820,UID1185,616.29,2024-02-04,04:00:00,Merchant_2,Location_29,UPI,Failed,1,26067.54,iOS,99,47,Other,Australia,Purchase,Electronics,Active
TID1610,UID1790,2002.59,2024-01-26,10:00:00,Merchant_35,Location_6,Net Banking,Failed,1,7523.51,Android,249,40,Female,Germany,Transfer,Fashion,Inactive
TID2244,UID1984,530.08,2024-02-21,20:00:00,Merchant_90,Location_44,Debit Card,Success,0,23461.71,Android,442,24,Female,Canada,Withdrawal,Electronics,Active
TID2860,UID1980,2539.53,2024-03-18,12:00:00,Merchant_64,Location_48,UPI,Success,0,47172.97,Android,491,19,Female,USA,Transfer,Healthcare,Active
TID1206,UID1654,1073.39,2024-01-09,14:00:00,Merchant_36,Location_41,Credit Card,Success,1,37226.02,iOS,173,55,Female,UK,Purchase,Fashion,Inactive
TID1751,UID1456,2193.64,2024-02-01,07:00:00,Merchant_88,Location_16,Net Banking,Failed,1,30022.44,Android,206,41,Male,Australia,Transfer,Travel,Suspended
TID1721,UID1498,1306.47,2024-01-31,01:00:00,Merchant_66,Location_31,UPI,Pending,1,93180.92,iOS,283,69,Other,UK,Purchase,Electronics,Active
TID2320,UID1222,3396.56,2024-02-25,00:00:00,Merchant_16,Location_28,UPI,Failed,0,33748.7,Android,415,34,Other,Germany,Withdrawal,Healthcare,Inactive
TID2603,UID1802,1944.37,2024-03-07,19:00:00,Merchant_65,Location_18,Net Banking,Pending,0,40004.76,Android,80,33,Female,Australia,Transfer,Healthcare,Active
TID2746,UID1734,4036.76,2024-03-13,18:00:00,Merchant_43,Location_38,UPI,Failed,0,1997.04,iOS,488,43,Other,Canada,Purchase,Healthcare,Inactive
TID1821,UID1934,995.38,2024-02-04,05:00:00,Merchant_31,Location_34,Credit Card,Failed,1,25643.97,iOS,431,46,Other,USA,Deposit,Travel,Inactive
TID1254,UID1224,3094.6,2024-01-11,14:00:00,Merchant_23,Location_30,Net Banking,Pending,1,58657.7,Android,290,69,Female,USA,Transfer,Grocery,Inactive
TID2693,UID1054,127.74,2024-03-11,13:00:00,Merchant_58,Location_39,Debit Card,Success,0,80280.14,iOS,255,36,Other,India,Transfer,Electronics,Suspended
TID1124,UID1763,3544.73,2024-01-06,04:00:00,Merchant_74,Location_49,Credit Card,Success,1,24570.44,Android,62,49,Male,Australia,Transfer,Healthcare,Suspended
TID2643,UID1083,1584.98,2024-03-09,11:00:00,Merchant_37,Location_49,Net Banking,Failed,0,7781.78,Android,404,40,Other,India,Transfer,Grocery,Suspended
TID1665,UID1733,2517.8,2024-01-28,17:00:00,Merchant_11,Location_43,Debit Card,Pending,1,49315.78,iOS,58,69,Female,Germany,Transfer,Electronics,Suspended
TID2041,UID1713,1300.52,2024-02-13,09:00:00,Merchant_23,Location_36,UPI,Failed,0,61578.5,Android,465,18,Female,USA,Purchase,Healthcare,Suspended
TID2636,UID1665,1086.55,2024-03-09,04:00:00,Merchant_60,Location_48,Debit Card,Failed,0,16508.09,Android,92,36,Female,UK,Withdrawal,Fashion,Suspended
TID2120,UID1796,2301.73,2024-02-16,16:00:00,Merchant_67,Location_8,Credit Card,Failed,0,74441.44,Android,164,49,Male,India,Purchase,Fashion,Suspended
TID2652,UID1359,566.45,2024-03-09,20:00:00,Merchant_32,Location_18,Credit Card,Pending,0,16176.32,iOS,145,44,Other,Australia,Withdrawal,Fashion,Active
TID2305,UID1445,307.03,2024-02-24,09:00:00,Merchant_65,Location_40,UPI,Failed,0,27591.32,Android,426,59,Male,Canada,Purchase,Fashion,Active
TID1043,UID1475,1443.32,2024-01-02,19:00:00,Merchant_3,Location_33,Net Banking,Failed,1,32984.04,iOS,478,57,Male,UK,Withdrawal,Fashion,Active
TID1910,UID1116,1356.41,2024-02-07,22:00:00,Merchant_92,Location_45,UPI,Failed,1,15272.61,iOS,410,33,Other,Canada,Transfer,Healthcare,Suspended
TID1505,UID1287,3055.57,2024-01-22,01:00:00,Merchant_2,Location_22,UPI,Pending,1,31663.09,Android,430,41,Male,India,Deposit,Electronics,Inactive
TID2150,UID1911,1403.59,2024-02-17,22:00:00,Merchant_49,Location_22,Credit Card,Success,0,60539.66,iOS,34,23,Male,Germany,Deposit,Healthcare,Active
TID2013,UID1062,1262.32,2024-02-12,05:00:00,Merchant_75,Location_36,Net Banking,Success,0,3633.65,Android,89,20,Female,Australia,Transfer,Grocery,Active
TID2544,UID1140,2031.46,2024-03-05,08:00:00,Merchant_82,Location_25,UPI,Pending,0,1267.42,iOS,333,40,Female,UK,Transfer,Travel,Inactive
TID2099,UID1305,3342.92,2024-02-15,19:00:00,Merchant_27,Location_42,Net Banking,Pending,0,43543.96,iOS,54,49,Female,Australia,Purchase,Fashion,Suspended
TID2121,UID1899,1795.41,2024-02-16,17:00:00,Merchant_58,Location_11,Debit Card,Success,0,73962.63,Android,285,60,Male,Germany,Withdrawal,Grocery,Active
TID1920,UID1079,2206.59,2024-02-08,08:00:00,Merchant_38,Location_20,Net Banking,Pending,1,78608.04,Android,411,37,Other,Germany,Deposit,Fashion,Inactive
TID1739,UID1625,1630.13,2024-01-31,19:00:00,Merchant_16,Location_21,Credit Card,Pending,1,98734.23,Android,192,62,Female,Canada,Purchase,Travel,Inactive
TID2774,UID1118,3965.05,2024-03-14,22:00:00,Merchant_1,Location_2,Net Banking,Pending,0,73655.64,Android,180,25,Male,Australia,Withdrawal,Travel,Suspended
TID1467,UID1157,375.25,2024-01-20,11:00:00,Merchant_81,Location_19,Credit Card,Failed,1,52805.95,iOS,8,65,Female,Australia,Transfer,Healthcare,Suspended
TID2237,UID1273,2222.47,2024-02-21,13:00:00,Merchant_99,Location_29,UPI,Success,0,5732.17,Android,434,32,Female,UK,Transfer,Healthcare,Active
TID1996,UID1823,4684.74,2024-02-11,12:00:00,Merchant_15,Location_14,Net Banking,Failed,1,37279.24,iOS,244,30,Male,USA,Transfer,Grocery,Active
TID2595,UID1308,4460.44,2024-03-07,11:00:00,Merchant_50,Location_4,UPI,Pending,0,60650.06,iOS,246,59,Other,UK,Deposit,Healthcare,Suspended
TID2326,UID1003,3066.74,2024-02-25,06:00:00,Merchant_96,Location_13,Debit Card,Success,0,32498.16,Android,420,23,Male,Germany,Deposit,Healthcare,Active
TID1448,UID1276,1641.9,2024-01-19,16:00:00,Merchant_62,Location_44,Net Banking,Pending,1,76903.82,Android,234,42,Other,UK,Purchase,Electronics,Active
TID2686,UID1677,1747.0,2024-03-11,06:00:00,Merchant_21,Location_12,Credit Card,Failed,0,99458.05,iOS,419,21,Other,UK,Purchase,Fashion,Active
TID1384,UID1053,1037.15,2024-01-17,00:00:00,Merchant_65,Location_42,Credit Card,Failed,1,70721.65,iOS,151,46,Male,USA,Purchase,Healthcare,Suspended
TID1511,UID1154,3408.78,2024-01-22,07:00:00,Merchant_11,Location_8,UPI,Failed,1,91883.04,Android,473,19,Female,UK,Transfer,Electronics,Inactive
TID2637,UID1155,3392.29,2024-03-09,05:00:00,Merchant_42,Location_46,Credit Card,Pending,0,95338.12,Android,108,37,Other,Australia,Deposit,Travel,Active
TID1424,UID1391,2490.9,2024-01-18,16:00:00,Merchant_45,Location_45,Credit Card,Pending,1,96818.37,iOS,271,42,Other,Australia,Transfer,Fashion,Active
TID1364,UID1623,1187.89,2024-01-16,04:00:00,Merchant_7,Location_40,UPI,Success,1,99322.26,Android,56,22,Other,India,Deposit,Fashion,Inactive
TID1133,UID1856,155.94,2024-01-06,13:00:00,Merchant_4,Location_49,Credit Card,Pending,1,55960.81,iOS,178,34,Male,India,Transfer,Healthcare,Active
TID2092,UID1434,426.49,2024-02-15,12:00:00,Merchant_63,Location_17,Credit Card,Failed,0,52536.48,Android,36,38,Other,Canada,Purchase,Travel,Suspended
TID1875,UID1181,36.1,2024-02-06,11:00:00,Merchant_44,Location_43,Net Banking,Failed,1,32090.36,Android,493,59,Female,Canada,Purchase,Travel,Suspended
TID2721,UID1053,743.34,2024-03-12,17:00:00,Merchant_78,Location_10,Net Banking,Success,0,60425.05,iOS,488,24,Male,Canada,Withdrawal,Healthcare,Active
TID2343,UID1172,3648.58,2024-02-25,23:00:00,Merchant_30,Location_15,Credit Card,Pending,0,64724.24,Android,136,50,Male,Canada,Transfer,Healthcare,Active
TID2251,UID1272,2536.27,2024-02-22,03:00:00,Merchant_6,Location_2,Credit Card,Success,0,48617.04,iOS,163,59,Female,USA,Transfer,Travel,Suspended
TID1915,UID1671,1677.85,2024-02-08,03:00:00,Merchant_3,Location_49,Debit Card,Failed,1,61187.81,Android,425,62,Male,UK,Transfer,Travel,Inactive
TID1048,UID1957,4938.73,2024-01-03,00:00:00,Merchant_80,Location_18,Debit Card,Success,1,68999.78,iOS,166,39,Female,Canada,Deposit,Grocery,Inactive
TID2341,UID1025,2797.63,2024-02-25,21:00:00,Merchant_80,Location_10,Credit Card,Failed,0,93545.1,Android,16,20,Female,Canada,Transfer,Electronics,Suspended
TID2181,UID1345,4293.12,2024-02-19,05:00:00,Merchant_72,Location_34,Credit Card,Pending,0,96129.51,iOS,369,50,Male,USA,Transfer,Electronics,Suspended
TID1832,UID1750,4211.57,2024-02-04,16:00:00,Merchant_99,Location_7,Credit Card,Success,1,70774.76,iOS,464,32,Other,USA,Purchase,Healthcare,Suspended
TID1672,UID1099,4815.94,2024-01-29,00:00:00,Merchant_87,Location_30,Net Banking,Pending,1,40053.98,iOS,342,56,Female,Australia,Deposit,Fashion,Inactive
TID1725,UID1848,1083.86,2024-01-31,05:00:00,Merchant_75,Location_17,Net Banking,Success,1,65722.69,iOS,35,29,Male,UK,Purchase,Electronics,Suspended
TID1328,UID1770,2438.48,2024-01-14,16:00:00,Merchant_72,Location_19,Net Banking,Failed,1,81733.29,Android,453,53,Female,USA,Withdrawal,Grocery,Suspended
TID2413,UID1917,779.18,2024-02-28,21:00:00,Merchant_98,Location_47,Credit Card,Success,0,51808.36,Android,52,66,Other,India,Withdrawal,Travel,Inactive
TID1457,UID1815,38.74,2024-01-20,01:00:00,Merchant_25,Location_19,Debit Card,Failed,1,37332.33,Android,239,57,Male,Australia,Transfer,Fashion,Active
TID2524,UID1291,1750.61,2024-03-04,12:00:00,Merchant_34,Location_38,Credit Card,Failed,0,72436.08,iOS,447,26,Other,Germany,Withdrawal,Electronics,Inactive
TID2778,UID1804,2612.08,2024-03-15,02:00:00,Merchant_96,Location_43,Credit Card,Failed,0,14131.74,Android,24,66,Male,Germany,Transfer,Grocery,Active
TID1723,UID1034,694.18,2024-01-31,03:00:00,Merchant_54,Location_48,Credit Card,Pending,1,2294.58,iOS,361,36,Female,USA,Transfer,Grocery,Active
TID2412,UID1319,2711.62,2024-02-28,20:00:00,Merchant_28,Location_31,Credit Card,Pending,0,70830.91,Android,420,25,Female,USA,Purchase,Electronics,Active
TID2762,UID1699,4757.63,2024-03-14,10:00:00,Merchant_73,Location_46,Credit Card,Pending,0,50714.04,Android,134,53,Other,Australia,Withdrawal,Grocery,Inactive
TID1966,UID1539,3055.02,2024-02-10,06:00:00,Merchant_46,Location_49,UPI,Failed,1,15626.89,Android,374,31,Other,UK,Withdrawal,Grocery,Suspended
TID2257,UID1536,237.79,2024-02-22,09:00:00,Merchant_54,Location_12,Net Banking,Success,0,41907.13,iOS,63,23,Female,USA,Withdrawal,Grocery,Inactive
TID2183,UID1545,4554.74,2024-02-19,07:00:00,Merchant_61,Location_23,UPI,Failed,0,72198.62,iOS,120,35,Female,Australia,Deposit,Travel,Active
TID2355,UID1139,4289.24,2024-02-26,11:00:00,Merchant_94,Location_40,UPI,Failed,0,54574.99,iOS,476,57,Female,Australia,Transfer,Grocery,Suspended
TID2416,UID1348,3811.89,2024-02-29,00:00:00,Merchant_78,Location_43,Net Banking,Success,0,73767.3,Android,131,48,Other,Germany,Transfer,Fashion,Active
TID2626,UID1966,1855.37,2024-03-08,18:00:00,Merchant_2,Location_21,Net Banking,Success,0,49469.17,iOS,373,49,Other,Germany,Transfer,Electronics,Active
TID2402,UID1884,1576.69,2024-02-28,10:00:00,Merchant_73,Location_9,UPI,Success,0,25864.68,iOS,316,68,Other,Australia,Withdrawal,Electronics,Suspended
TID1211,UID1159,2371.32,2024-01-09,19:00:00,Merchant_98,Location_19,Credit Card,Success,1,11454.24,iOS,210,35,Other,Canada,Withdrawal,Travel,Suspended
TID1762,UID1662,342.59,2024-02-01,18:00:00,Merchant_95,Location_44,UPI,Failed,1,75072.5,iOS,156,64,Male,USA,Transfer,Grocery,Active
TID1695,UID1663,615.71,2024-01-29,23:00:00,Merchant_81,Location_42,UPI,Pending,1,50982.61,Android,334,29,Female,UK,Withdrawal,Grocery,Suspended
TID2526,UID1810,4043.09,2024-03-04,14:00:00,Merchant_43,Location_28,UPI,Pending,0,83695.34,Android,283,65,Other,USA,Purchase,Travel,Inactive
TID1170,UID1986,4867.71,2024-01-08,02:00:00,Merchant_48,Location_48,Net Banking,Pending,1,2787.96,iOS,211,24,Female,USA,Transfer,Grocery,Active
TID1824,UID1633,1436.67,2024-02-04,08:00:00,Merchant_46,Location_41,Credit Card,Pending,1,3603.47,Android,462,58,Other,USA,Withdrawal,Healthcare,Active
TID1291,UID1224,3660.63,2024-01-13,03:00:00,Merchant_57,Location_28,Credit Card,Success,1,11992.46,Android,451,38,Other,Australia,Deposit,Healthcare,Inactive
TID1239,UID1376,371.51,2024-01-10,23:00:00,Merchant_21,Location_22,UPI,Success,1,1179.39,Android,358,37,Male,Canada,Purchase,Grocery,Suspended
TID2929,UID1228,3476.03,2024-03-21,09:00:00,Merchant_87,Location_1,Debit Card,Success,0,71506.63,iOS,7,43,Male,Canada,Withdrawal,Travel,Inactive
TID2249,UID1038,3007.25,2024-02-22,01:00:00,Merchant_78,Location_22,Debit Card,Success,0,55905.09,Android,351,34,Male,Australia,Transfer,Healthcare,Suspended
TID2367,UID1844,721.54,2024-02-26,23:00:00,Merchant_73,Location_35,Credit Card,Failed,0,27601.37,iOS,238,32,Male,USA,Purchase,Healthcare,Inactive
TID2797,UID1726,1118.16,2024-03-15,21:00:00,Merchant_66,Location_33,Net Banking,Pending,0,77052.47,Android,152,31,Female,Canada,Purchase,Travel,Inactive
TID1453,UID1959,2183.56,2024-01-19,21:00:00,Merchant_98,Location_38,Debit Card,Success,1,58188.48,iOS,118,18,Male,India,Deposit,Electronics,Active
TID2081,UID1400,4531.65,2024-02-15,01:00:00,Merchant_83,Location_14,UPI,Pending,0,11025.25,Android,402,58,Male,Australia,Deposit,Healthcare,Suspended
TID1342,UID1488,906.62,2024-01-15,06:00:00,Merchant_98,Location_18,Net Banking,Pending,1,79887.97,Android,356,43,Female,India,Purchase,Electronics,Active
TID1158,UID1929,521.52,2024-01-07,14:00:00,Merchant_40,Location_27,UPI,Success,1,80927.22,Android,324,19,Male,Canada,Transfer,Travel,Inactive
TID2389,UID1910,4820.45,2024-02-27,21:00:00,Merchant_65,Location_27,Net Banking,Success,0,90732.76,Android,50,61,Female,Germany,Transfer,Grocery,Suspended
TID1209,UID1035,1848.95,2024-01-09,17:00:00,Merchant_92,Location_22,Credit Card,Success,1,20479.12,Android,33,59,Male,Canada,Purchase,Fashion,Active
TID1101,UID1161,2048.18,2024-01-05,05:00:00,Merchant_98,Location_20,Debit Card,Failed,1,11124.16,Android,328,67,Female,USA,Deposit,Travel,Inactive
TID2068,UID1117,1442.82,2024-02-14,12:00:00,Merchant_68,Location_29,Credit Card,Failed,0,92822.85,iOS,151,37,Female,UK,Purchase,Travel,Inactive
TID1731,UID1601,2444.39,2024-01-31,11:00:00,Merchant_8,Location_46,UPI,Success,1,4391.85,Android,347,65,Other,UK,Withdrawal,Electronics,Suspended
TID2396,UID1580,3783.51,2024-02-28,04:00:00,Merchant_60,Location_49,UPI,Failed,0,69832.14,iOS,233,20,Male,India,Deposit,Fashion,Inactive
TID1422,UID1503,4723.62,2024-01-18,14:00:00,Merchant_66,Location_44,Debit Card,Success,1,70687.43,iOS,176,57,Male,USA,Purchase,Travel,Inactive
TID2317,UID1228,1780.31,2024-02-24,21:00:00,Merchant_59,Location_9,UPI,Success,0,26225.52,iOS,447,38,Female,UK,Purchase,Grocery,Suspended
TID2410,UID1512,1933.7,2024-02-28,18:00:00,Merchant_30,Location_31,Debit Card,Failed,0,82398.9,Android,102,68,Other,Canada,Purchase,Fashion,Inactive
TID1921,UID1885,745.79,2024-02-08,09:00:00,Merchant_72,Location_47,UPI,Failed,1,82593.82,Android,263,62,Female,UK,Deposit,Healthcare,Inactive
TID1098,UID1401,3279.66,2024-01-05,02:00:00,Merchant_48,Location_3,Debit Card,Pending,1,46236.95,Android,105,28,Male,UK,Withdrawal,Healthcare,Suspended
TID1042,UID1681,1779.56,2024-01-02,18:00:00,Merchant_71,Location_37,Net Banking,Pending,1,48798.2,iOS,62,24,Male,Germany,Deposit,Fashion,Suspended
TID1498,UID1565,2434.5,2024-01-21,18:00:00,Merchant_54,Location_21,UPI,Failed,1,74984.27,Android,412,48,Female,India,Withdrawal,Electronics,Inactive
TID1120,UID1052,3989.16,2024-01-06,00:00:00,Merchant_6,Location_34,Net Banking,Success,1,40276.03,iOS,10,24,Other,Australia,Deposit,Healthcare,Inactive
TID1316,UID1981,4342.68,2024-01-14,04:00:00,Merchant_36,Location_35,Debit Card,Pending,1,33437.84,Android,387,64,Male,India,Purchase,Travel,Suspended
TID1108,UID1270,3419.46,2024-01-05,12:00:00,Merchant_7,Location_23,Credit Card,Failed,1,12166.89,Android,134,54,Female,Germany,Transfer,Electronics,Inactive
TID1747,UID1760,4777.12,2024-02-01,03:00:00,Merchant_48,Location_16,UPI,Success,1,52852.09,iOS,59,54,Other,Canada,Purchase,Healthcare,Suspended
TID1045,UID1975,1175.7,2024-01-02,21:00:00,Merchant_98,Location_31,UPI,Failed,1,30469.7,iOS,288,56,Other,India,Purchase,Fashion,Active
TID2074,UID1053,4576.3,2024-02-14,18:00:00,Merchant_58,Location_21,Credit Card,Success,0,62064.87,Android,138,27,Female,Canada,Purchase,Grocery,Suspended
TID2076,UID1388,798.19,2024-02-14,20:00:00,Merchant_52,Location_38,UPI,Failed,0,29961.5,Android,332,42,Other,Germany,Transfer,Healthcare,Inactive
TID2479,UID1230,555.23,2024-03-02,15:00:00,Merchant_90,Location_10,Net Banking,Failed,0,61993.14,Android,455,19,Other,Canada,Withdrawal,Electronics,Suspended
TID1073,UID1897,1757.13,2024-01-04,01:00:00,Merchant_67,Location_5,UPI,Failed,1,30748.39,Android,137,43,Other,India,Deposit,Travel,Active
TID2250,UID1952,3720.53,2024-02-22,02:00:00,Merchant_45,Location_12,Net Banking,Pending,0,84474.61,Android,69,63,Other,Australia,Purchase,Healthcare,Inactive
