Transaction_Amount,Fraud_Flag,User_Account_Balance,User_Transaction_History_Count,User_Age,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Transaction_Status_Failed,Transaction_Status_Pending,Transaction_Status_Success,User_Account_Status_Active,User_Account_Status_Inactive,User_Account_Status_Suspended,Merchant_Category_Electronics,Merchant_Category_Fashion,Merchant_Category_Grocery,Merchant_Category_Healthcare,Merchant_Category_Travel
0.2808396213362316,0,0.9269638184882681,0.2991967871485943,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.7739246562569557,1,0.2394640144677899,0.7811244979919678,0.6274509803921569,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0.5825354270394486,0,0.25787688480460264,0.7710843373493975,0.5882352941176471,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.9761821211507498,1,0.3661834123539624,0.22690763052208834,0.3921568627450981,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.4143665242299495,1,0.4785043085655341,0.17269076305220882,0.3529411764705882,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.42894640275435586,0,0.6591637445066307,0.5702811244979918,0.5490196078431373,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0.10571665186153628,1,0.5820351059761161,0.7469879518072288,0.9411764705882354,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.463760850690093,1,0.7612021641803652,0.7349397590361445,0.05882352941176472,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.06016631207878068,1,0.9560676119741011,0.610441767068273,0.33333333333333337,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.6413442122634605,1,0.40213915567672515,0.6144578313253011,0.07843137254901966,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0.7911854999288152,1,1.0,0.8935742971887549,0.07843137254901966,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0.5168708304174245,0,0.24078827970642416,0.5421686746987951,0.07843137254901966,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.265473700674352,0,0.48285115964749786,0.7951807228915662,0.9607843137254902,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.5607648671247902,0,0.2648461694778307,0.9176706827309236,0.6470588235294118,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.4098628236157538,0,0.355208255679082,0.504016064257028,0.8823529411764707,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0.6082582549463507,0,0.12552329061097767,0.17068273092369476,0.3137254901960784,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0.3114832334404784,1,0.9851960862358449,0.6767068273092368,0.11764705882352944,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.9815641035409997,0,0.8415541727352885,0.5863453815261044,0.5294117647058824,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.16231770138820656,0,0.5170197720325742,0.8473895582329316,0.33333333333333337,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0.6634336004940837,0,0.7186758723263463,0.7610441767068272,0.8627450980392156,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.22060713734281667,1,0.39824363911162564,0.8855421686746987,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.3032979681211789,1,0.31388636545937554,0.08634538152610441,0.3529411764705882,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0.9639603690387628,1,0.061847091062049185,0.78714859437751,0.03921568627450983,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.8441430837315347,0,0.11353247954707137,0.35140562248995977,0.7450980392156864,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.12958065053007717,1,0.7771531271200559,0.014056224899598391,0.03921568627450983,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.05811498272511987,0,0.7077144721495147,0.48192771084337344,0.2549019607843137,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0.06539389333488403,1,0.7213605136109927,0.3975903614457831,0.7058823529411765,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.8280211990751974,1,0.8971096889544526,0.8333333333333333,0.9803921568627451,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.7890760194986576,1,0.23796516308480162,0.21686746987951805,0.27450980392156865,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.6978770846659623,1,0.20848013253172062,0.2911646586345381,0.823529411764706,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0.98861642547338,0,0.07330190445565891,0.47590361445783125,0.8823529411764707,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0.865069450432223,0,0.04074674722040348,0.2570281124497992,0.8627450980392156,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0.5180097894329468,1,0.9310610295909354,0.31526104417670675,0.3529411764705882,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0.7283642904265283,1,0.01940708077299786,0.897590361445783,0.5686274509803921,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.984257099945659,1,0.8100123434224771,0.1285140562248996,0.9411764705882354,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0.5939049650993281,0,0.6474385552359306,0.7369477911646586,0.27450980392156865,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.06222766748011334,0,0.13984127631170484,0.9899598393574296,0.1568627450980392,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0.6370390273931675,1,0.7843669942365331,0.7068273092369477,0.6862745098039217,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.30344434841718787,1,0.8872083483331423,0.06224899598393574,0.7843137254901961,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.879029719210509,1,0.46989334769134106,0.018072289156626505,0.2549019607843137,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0.2161555721765146,1,0.6361816938032135,0.6767068273092368,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.5804239413997566,0,0.040174638742728905,0.680722891566265,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.5528202269496152,0,0.5871973330196313,0.028112449799196783,0.13725490196078433,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.6806242618322402,1,0.246416204669178,0.967871485943775,0.1568627450980392,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.9566092708857614,0,0.007024512966864948,0.32530120481927705,0.5294117647058824,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.9336616529744276,1,0.22343749193955195,0.6706827309236947,0.5490196078431373,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.09672328709988552,1,0.33466272354182897,0.5903614457831324,0.7450980392156864,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.03039296091245055,1,0.47558843673280343,0.7048192771084336,0.47058823529411764,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.18542974648135857,0,0.6406132080386097,0.5200803212851405,0.07843137254901966,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0.1573548077906401,0,0.7541482163537047,0.8373493975903613,0.9019607843137255,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.7904916974299231,1,0.14410154237653822,0.4136546184738955,0.4509803921568628,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.4473121168796534,0,0.8027501262613875,0.9919678714859437,0.1568627450980392,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.03843786156434417,1,0.06211534277399986,0.5823293172690762,0.9607843137254902,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.08220958049011333,1,0.15204177282013367,0.6184738955823292,0.6862745098039217,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.5932933761913453,1,0.8302151769171627,0.48995983935742965,0.7058823529411765,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.4406929202066971,0,0.11249851687755412,0.8674698795180722,0.21568627450980393,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.9790997010232586,0,0.5742413417764515,0.0823293172690763,0.1960784313725491,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0.12156181760213033,1,0.25242688395999413,0.1967871485943775,0.5686274509803921,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0.3995440153518842,1,0.06485268358425962,0.49799196787148586,0.43137254901960786,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0.10427490620632406,0,0.22606872564353858,0.8855421686746987,0.11764705882352944,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0.5072117360903629,0,0.46590982999901787,0.9839357429718875,0.019607843137254943,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0.2132199454181965,1,0.3652957136269341,0.34538152610441764,0.7254901960784313,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.4378535435060287,1,0.29243098258720684,0.4116465863453815,0.4509803921568628,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.25995736924529933,1,0.9312835611770182,0.5662650602409638,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0.6790642088145001,0,0.33012237113069415,0.8313253012048192,0.3137254901960784,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.3878696854427804,0,0.3934028690592791,0.15863453815261044,0.2941176470588236,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.8074377232048865,0,0.008952041105225376,0.9779116465863452,0.4901960784313726,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.1975773058405738,1,0.24814244287285445,0.863453815261044,0.5490196078431373,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.6185149017146547,1,0.5820787019368442,0.5803212851405621,1.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0.02359730580046962,0,0.8007912413995336,0.5100401606425702,0.3529411764705882,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0.7087753984852648,1,0.2372836095270627,0.12248995983935743,0.607843137254902,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.3158044599870464,0,0.0674651032541502,0.8092369477911645,0.43137254901960786,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.5028544157721763,1,0.48758450763419897,0.1144578313253012,1.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0.258764269572349,0,0.6116228045109581,0.931726907630522,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.21585880116542777,0,0.1557323580245952,0.1827309236947791,0.3529411764705882,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.45952785336303725,0,0.7417323699603804,0.3273092369477911,0.607843137254902,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.11156785328282881,0,0.15237648055574632,0.28915662650602403,0.5098039215686275,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0.05954870754219462,0,0.26784002851641125,0.8534136546184737,0.8039215686274509,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0.2873986617231568,1,0.32238778010278335,0.9578313253012047,0.7647058823529412,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0.2699713856599446,1,0.14323538875307157,0.8212851405622489,0.2941176470588236,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.6106885689020075,1,0.3090262756193282,0.8614457831325301,0.4509803921568628,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0.2794319642431036,0,0.6011148630161305,0.06626506024096385,0.09803921568627455,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0.2511043691510545,0,0.025506469246084226,0.17670682730923692,0.03921568627450983,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0.4053330552776113,0,0.0015718822035118117,0.6666666666666666,0.43137254901960786,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.6683082648721379,0,0.4292021322167373,0.10642570281124497,0.607843137254902,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0.35800008421880053,0,0.7368891722907311,0.5702811244979918,0.823529411764706,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.4404502898530383,1,0.7838778293500348,0.823293172690763,0.37254901960784315,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.3248579810347283,1,0.9874556921910733,0.3835341365461847,0.8627450980392156,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.7930583656339171,0,0.7337839463083882,0.359437751004016,0.13725490196078433,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.07322824698566878,1,0.5228878288068555,0.014056224899598391,0.9215686274509803,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.4436345625936182,0,0.04673315033819238,0.8694779116465863,0.27450980392156865,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0.9373712906130127,1,0.36583403776381246,0.48795180722891557,0.23529411764705888,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0.892394440757087,0,0.602231566975382,0.49196787148594373,0.8039215686274509,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.6129283879518991,0,0.31747306887342475,0.8413654618473895,0.09803921568627455,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
0.3272181126566821,1,0.7666395211848553,0.46787148594377503,0.47058823529411764,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
0.3482928648629139,0,0.9947771836746379,0.8393574297188754,0.05882352941176472,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0.20595306606563857,1,0.7041064259333455,0.3012048192771084,0.5490196078431373,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.6815145748655007,1,0.918155411406787,0.9477911646586344,0.019607843137254943,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0.6782079843433241,0,0.9531037946996416,0.214859437751004,0.37254901960784315,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.4974604021247201,1,0.9680766301677777,0.5421686746987951,0.47058823529411764,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0.23617959458673637,1,0.9934036580349025,0.11044176706827308,0.07843137254901966,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0.029251996687393853,1,0.554799465155448,0.3554216867469879,0.3137254901960784,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.08350294063978217,0,0.5201621203295046,0.07028112449799197,0.3921568627450981,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.005221565627500246,1,0.3133481424732181,0.9879518072289155,0.8039215686274509,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0.14703800473630496,0,0.5999555746033602,0.9779116465863452,0.11764705882352944,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.7295994994997003,0,0.6434421914020472,0.2710843373493975,0.6274509803921569,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.5065580377821581,0,0.48051670215876885,0.32530120481927705,0.8039215686274509,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.3344268409327433,1,0.6076709469942911,0.8514056224899598,0.8627450980392156,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.9883016075764838,1,0.6866895867456951,0.33132530120481923,0.4117647058823529,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0.5589661941724602,0,0.9349672681324553,0.03012048192771084,0.03921568627450983,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0.8588432748280033,0,0.9611087616046429,0.7389558232931726,0.6274509803921569,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0.8424907910752134,1,0.7046436374122935,0.9297188755020079,0.27450980392156865,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.9636796397039509,1,0.3939007329077788,0.6847389558232931,0.7450980392156864,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.21531939980068215,1,0.6535415851349711,0.06827309236947791,0.21568627450980393,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
0.486949093745551,1,0.815489958413904,0.9076305220883533,0.6862745098039217,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0.15422467570748805,0,0.5127971340359331,0.10240963855421686,0.9411764705882354,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.0057509409445740045,1,0.36637104694131856,0.47791164658634533,0.7647058823529412,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0.34901674550482154,0,0.7214480089846117,0.895582329317269,0.1568627450980392,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.5217595312622193,0,0.13169540645242472,0.04618473895582329,0.9411764705882354,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.13718039466534054,1,0.011961679656273665,0.7228915662650601,0.3529411764705882,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.5417193869673412,0,0.7052115987104093,0.8413654618473895,0.13725490196078433,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0.9519872629090378,0,0.501728008341293,0.2670682730923694,0.6862745098039217,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.6105782823776171,1,0.14681895649477147,0.7489959839357428,0.2549019607843137,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.04566463672621471,0,0.4126454787600176,0.12449799196787148,0.09803921568627455,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.9113035666661988,0,0.7190460839650111,0.23895582329317266,0.33333333333333337,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0.8580652535286676,0,0.5407817959452116,0.9538152610441766,0.7647058823529412,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.7623465764055015,0,0.7349133952584791,0.2610441767068273,0.5882352941176471,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
0.37002332058688475,0,0.4891360585428005,0.7469879518072288,0.607843137254902,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0.31414214128305346,0,0.25037494043486924,0.6325301204819276,0.9803921568627451,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0.47348210651272016,1,0.10461230091894419,0.4196787148594377,0.33333333333333337,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.06667923264641538,1,0.7481155873564431,0.31124497991967864,0.9019607843137255,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0.12144551544913688,1,0.5044446132537588,0.6686746987951806,0.21568627450980393,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0.8087070208401428,0,0.8353362356172526,0.5662650602409638,0.9215686274509803,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0.974060609463386,1,0.016952253926342246,0.4216867469879517,0.11764705882352944,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0.28606519738280056,1,0.02520119637026707,0.9257028112449798,0.7843137254901961,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.7320157769886165,1,0.1100564350217378,0.9036144578313252,0.3921568627450981,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.07247829861981428,1,0.0006814524070179583,0.716867469879518,0.37254901960784315,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.6949996089841409,0,0.7120465552262202,0.012048192771084335,0.4901960784313726,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.6009993964319302,0,0.5542358533383329,0.7028112449799195,0.3137254901960784,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.14266664795137768,0,0.2679416849909627,0.47590361445783125,0.27450980392156865,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.2221972685035723,0,0.7681431266517281,0.30321285140562243,0.2549019607843137,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0.43583229229538345,1,0.5773325078085828,0.23493975903614456,0.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0.9066735378513379,0,0.10027303614105146,0.8052208835341365,0.7843137254901961,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.17977906601350307,1,0.7968244135761666,0.7128514056224898,0.4901960784313726,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
0.10255844684490306,1,0.807336502250553,0.6485943775100401,0.019607843137254943,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0.9645839892039519,0,0.9065202462777293,0.09839357429718874,0.8431372549019608,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.36873597606581904,1,0.195899612764695,0.0642570281124498,0.8039215686274509,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0.4086857656190784,1,0.10127351792193533,0.6566265060240963,0.9607843137254902,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.2872984012464383,0,0.9276616573120795,0.3012048192771084,0.37254901960784315,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.48813417258036385,1,0.03317571690826348,0.6947791164658633,0.9215686274509803,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0.7566557917469587,0,0.6951089681544151,0.46586345381526095,0.03921568627450983,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0.9451675452826445,1,0.7037602881662659,0.35140562248995977,0.7647058823529412,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.35497221782190136,0,0.25402486304951016,0.895582329317269,0.3921568627450981,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0.3857301268696073,0,0.8222226515508378,0.20281124497991967,0.9803921568627451,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0.14752928107222563,1,0.8241942814035311,0.5261044176706826,0.8627450980392156,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.6556233093577114,1,0.4564419202169643,0.20883534136546184,0.1960784313725491,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0.3548218271068236,1,0.48234914861943934,0.12248995983935743,0.11764705882352944,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0.48615102035087165,1,0.7472231345455305,0.825301204819277,0.5882352941176471,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0.7978929258212838,1,0.3961467846664004,0.018072289156626505,0.11764705882352944,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.8687810932803425,1,0.32697799981934483,0.7751004016064256,0.9019607843137255,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.6836561386482082,1,0.11182080704721119,0.2670682730923694,0.7058823529411765,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0.9558954162915255,1,0.5233545382333036,0.11646586345381525,0.7058823529411765,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0.233735244164339,1,0.29695504973226927,0.5763052208835341,0.7450980392156864,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0.9156267984223013,0,0.6165424721256431,0.2751004016064256,0.17647058823529416,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.15803657903232599,0,0.29181457009375766,0.6646586345381525,0.47058823529411764,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.10931800818526534,0,0.6158169180042923,0.9116465863453814,0.019607843137254943,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0.35032414212123103,1,0.299774019174333,0.2730923694779116,0.4901960784313726,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0.7440269820994946,0,0.8432186078484666,0.1365461847389558,0.8823529411764707,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0.3685174082265727,1,0.5831011334241735,0.21686746987951805,0.05882352941176472,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0.43710158993063986,1,0.5310927706871685,0.6385542168674698,0.9411764705882354,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0.45062873344950183,1,0.8158579447367083,0.6546184738955823,0.6470588235294118,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.5159765069650953,1,0.6591128656939946,0.024096385542168672,0.17647058823529416,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.08021640221294926,0,0.2618047696004051,0.8293172690763051,0.3921568627450981,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.3043687500125326,0,0.9802172454494061,0.753012048192771,0.6274509803921569,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.21579262925079357,1,0.4683385599596692,0.17068273092369476,0.5490196078431373,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.7697538204254655,1,0.9535183103540813,0.4457831325301204,0.07843137254901966,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.9081433564400312,0,0.6248832594241874,0.393574297188755,0.823529411764706,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.08864229267637323,1,0.1999752787638006,0.7108433734939759,0.09803921568627455,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0.517566638125851,1,0.8355949791614342,0.5602409638554217,0.37254901960784315,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0.8063970194565483,1,0.3089799485891346,0.5823293172690762,0.6470588235294118,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.510726868404114,0,0.2725763098740199,0.7951807228915662,0.3137254901960784,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.7518132107214545,1,0.19484713951324453,0.12650602409638553,0.13725490196078433,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0.6170089893543427,1,0.018396686221461213,0.28915662650602403,0.33333333333333337,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0.7933170376638509,0,0.45778813516204403,0.3694779116465863,0.6862745098039217,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.2755338369082878,0,0.4668048115779543,0.395582329317269,0.43137254901960786,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.9927411414855797,1,0.15772492607652439,0.34337349397590355,0.4901960784313726,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
0.7531567011094825,1,0.7152990566582613,0.2951807228915662,0.8823529411764707,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0.7029502647879191,0,0.6422932203628136,0.2851405622489959,0.8823529411764707,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.7665635320562824,0,0.30417073756172347,0.5642570281124497,0.47058823529411764,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.29973270556906845,0,0.3151021971251549,0.5240963855421686,0.5098039215686275,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0.5361368836236544,1,0.594527725766639,0.49598393574297184,0.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0.4925616752322534,1,0.44664992352499744,0.040160642570281124,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.668601025464156,1,0.9973869734257838,0.7851405622489959,0.5686274509803921,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.554546712358708,1,0.7593528255492965,0.18875502008032127,0.9803921568627451,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0.021824700572086284,1,0.1466241402062281,0.17269076305220882,0.13725490196078433,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.6516108850794364,1,0.4997948157625597,0.6746987951807228,0.2549019607843137,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.4078175098906961,0,0.6411530494363022,0.5662650602409638,0.6470588235294118,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.8504735302315417,0,0.6782306554050849,0.4056224899598393,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0.012602741923517298,0,0.4318247681094435,0.5582329317269076,0.6666666666666666,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0.3723774365802355,1,0.3844536601742402,0.2630522088353413,0.11764705882352944,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.08933007954666224,0,0.7865055227787885,0.6566265060240963,0.27450980392156865,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0.3940878402088627,1,0.27659978210111696,0.895582329317269,0.05882352941176472,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.8631464544887619,0,0.9636924544697847,0.6084337349397589,0.2549019607843137,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0.7042676874520004,0,0.4504020083677946,0.28915662650602403,0.7058823529411765,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
